textID,text,selected_text,sentiment
9aaad5a01b, i love it to.. but i knw there gna cut stuff out on tv,i love it to.. but i knw there gna cut stuff out on tv,neutral
8363dce30a,Memorizing the first 18 lines of the General Prologue of The Canterbury Tales. Ughhh.,Memorizing the first 18 lines of the General Prologue of The Canterbury Tales. Ughhh.,neutral
a415ab31ba,"I hate working nights, cos I`m not really able to enjoy this gorgeous weather, as I will be asleep","I hate working nights, cos I`m not really able to enjoy this gorgeous weather, as I will be asleep",negative
5c5522b7b7," AND, We have your fabulous interracial ****!  WOOT!","AND, We have your fabulous interracial ****!  WOOT!",positive
ed3a7393b7,Got a day of painting,Got a day of painting,neutral
1466d41c7d, yep 14 days whoop,yep 14 days whoop,neutral
2ecac00b52,"_home Yes - that would be perfect.  That was supposed to happen, last night, still dry.  Usually happens as I a heading to appt.",that would be perfect.,positive
103ea43074," Yeah, I agree. it does.  BTW, check out !linuxoutlaws. ;)","Yeah, I agree. it does.  BTW, check out !linuxoutlaws. ;)",neutral
4c8767e3ee, Glad you got there safe & saw your daughter.  Enjoy your time there!,Glad,positive
847d69da87,probably one of the best surprises ever...you really are amazing,amazing,positive
22cc1e2195,following  keep me updated for the latest dance scene event,following  keep me updated for the latest dance scene event,neutral
0be4d30912, It`s a date!,It`s a date!,neutral
77eb2db1c6, > 'live Q&A 24/7'... definitely the best part of twitter for me,the best part,positive
819056fab6,I`m feeling so weak and tired from seating down in front of the pc. I really need to study for my HA long quiz.,I`m feeling so weak and tired,negative
2f5076a65a,No 10th  2 months=],No 10th  2 months=],neutral
e1567b34aa,`Look at the tadpole`... `No! ... Look at me!!!` ... Foolish dog  http://yfrog.com/05ixbj,Foolish,negative
6b43eedde4,"going 2 watch Dogtown, hope it`s not too sad!",hope,positive
698b6e5aef,"I want tuna & salmon sashimi, B.C. rolls and dragon eye.","I want tuna & salmon sashimi, B.C. rolls and dragon eye.",neutral
c994907abb,"  We were in Lindos, and it absolutely ruled. Will post some pictures somewhere, some time. Back to work today",d it absolutely ruled,positive
941fc6d22b,  Getting dizzy. Going to have to lower my original raise. Please don`t think any less of me.,Getting dizzy. Going to have to lower my original raise. Please don`t think any less of me.,negative
4197b721a2, i couldnt respond cuz i maxed out,i couldnt respond cuz i maxed out,negative
458744ff40,I gots the sniffles,I gots the sniffles,neutral
abc7fb10df, it`s Under a Honeymoon by The Good Life,it`s Under a Honeymoon by The Good Life,neutral
7702791c8a," I really should put up a pic, I guess.","I really should put up a pic, I guess.",neutral
9012a7d74e,Cough drops taste gross...blaaaqhhh,Cough drops taste gross...blaaaqhhh,negative
695f5d2d11, I can`t stream videos on my phone,I can`t stream videos on my phone,neutral
4ca3acc003," yeahh, yeah its the hifi lol. grr dads being a pain, he said if i dont find anyone to go with i cant go :@","pain,",negative
69938f9083,sunday is runday- outta bed and onto the road,sunday is runday- outta bed and onto the road,neutral
ccfd4e92f3,dancing around and cleaning the house..... loving my sunday so far,loving my sunday so,positive
9fac949919,http://twitpic.com/4jgro - me again,http://twitpic.com/4jgro - me again,neutral
32d476c0f3,Why do I look so awesome in heels yet am so afraid of them?,Why do I look so awesome in heels yet am so afraid of them?,neutral
b0156e8928, I feel like I haven`t talked to you in a really really long time.,I feel like I haven`t talked to you in a really really long time.,negative
e8f3f93649, Cause I`m not hearing from you guys!!!,Cause I`m not hearing from you guys!!!,neutral
3d61914294,: get into terminal and kill -9 it.  which is really what force quit should do,: get into terminal and kill -9 it.  which is really what force quit should do,neutral
8b986675c8,"At Rocky Cola Diner in Whittier tonight with teacher pal Mr. B, we had a great time chatting but no one else came...",great,positive
da9b0c9767, I spell my name alyson too! Aly for short! We spell it the best,We spell it the best,positive
75faa739d4,"It`s not the internal fuse either  Poop. Might have to get the spare out of the loft, although that might be a job for 2 people...","It`s not the internal fuse either  Poop. Might have to get the spare out of the loft, although that might be a job for 2 people...",neutral
b08c76d7d0,"ok, son in bath, so gonna see if I can find some quick quotes.  Gonna miss ya`ll this weekend. I`m already gettin sad",sad,negative
1ebeec2fbf,  *waves to make it all OK again*,*waves to make it all OK again*,positive
943b44d2f1," Pleased to hear it, but still I am shamed sometimes to hear what some men do",shamed,negative
9c98d7c979,"mmm... hot chocolate, ugboots and topgear... life is good.",life is good.,positive
40b149d273, Ohh poor girl  I`ll email her... I am relying on you being here in October Mr!!,poor girl,negative
b0b8511fbd, A friend uses Logic and I must admit I did like it...but I don`t have a Mac,A friend uses Logic and I must admit I did like it...but I don`t have a Mac,neutral
76855e474a,oh no! I just crashed my ball pump,I just crashed,negative
66bba7de03,Thanks for pointing out the crucial problems . Both of them have been taken care of  (cc: ),Thanks for pointing out the crucial problems . Both of them have been taken care of  (c,positive
a650b02d11,    - Overwhelming lead for Strawberry Lemonade!!  My husband voted for Banana Fosters tho.,#NAME?,positive
c4c731f0bc,OMFG my favourite jerk chicken place closed,OMFG,negative
543ff66eeb,OMGoodness back to school soon FUN!,FUN!,positive
96c0771dda," LOL! Yeah, well, same applies to the grocery store.","LOL! Yeah, well, same applies to the grocery store.",neutral
14ecdac86a,   grats to aaron and christine,grats to aaron and christine,neutral
234a562dd9, LOL I love my MacBook too. Oh and my iMac. Can`t decide which I love more. OK 24' iMac trumps 13' MacBook,love,positive
6d924430ec,No 1 evr brngs me a starbux!   *~CoRiEoGrApHy~*,No 1 evr brngs me a starbux!,neutral
f9d6d29a13,is stuck in traffic,is stuck in traffic,neutral
3dbae74fcd,"I want to go to VP, but no one is willing to come with me.","I want to go to VP, but no one is willing to come with me.",neutral
5dbf3ceae2, I like your HR shirts. They`re inspiring me to think of witty/rude HR-like sayings I`d never actually wear.,I like your HR shirts.,positive
59bc3dd186,it`s too beautiful to stay inside,beautiful,positive
d0e3994fac,Got people don`t let me skip sci pratical becos skola is impt and cannot waste my parents money.  Nt fair.,cannot waste my parents money.  Nt fair.,negative
1a41807abb,Getting my self a nice cup of tea and turn on some music,nice,positive
aa371d19d2," Err, I get that  Now, with the TimThumb, what`s with the url?","Err, I get that  Now, with the TimThumb, what`s with the url?",neutral
7e6fd5d697,Oh **** ... Placebo tix and Tori Amos both go on sale at 9am. Anticipating hot cake distribution of both.,****,negative
063506c9c0,"still has half a math worksheet, science WB pages + worksheet, and english to go! feels a sniffle and dry eyes coming along too.","still has half a math worksheet, science WB pages + worksheet, and english to go! feels a sniffle and dry eyes coming along too.",neutral
edb893a0fe,"_Kay planted in the garden last week, ive got to check on it","_Kay planted in the garden last week, ive got to check on it",neutral
2426b87d1a," I saw your tweet a couple of weeks ago that had that hashtag, so wanted to contribute since I am a huge Mitch fan",I am a huge Mitch fan,positive
4fa1f73931, That`s ok then....  I accept the slave role...  Your wish is my command...  hahaha,That`s ok then....  I accept the slave role...  Your wish is my command...  hahah,neutral
b4e61f5683,im so tired  &i miss dionee already.,tired,negative
c88238fa1e, An expense I could do without at the moment,An expense I could do without at the moment,neutral
eb4da39f39,why are plane tickets so expensive,so expensive,negative
355148845d, unfortunately I choose sleep over gym almost everyday  trying to get over it!,unfortunately,negative
d30865326c, He needs to go back to his Scotty. That is what he was using when he won last year,won,positive
9099b71c78,I don`t want to apply for jobs!!!,I don`t want to apply for jobs!!!,neutral
dbe55d814b," haha no chance, I tweet rubbish back!",rubbish,negative
9b5acf25d6,"just woke up..busy busy busy 2day...bake bbyshower cupcakes and jays bday cake, bleach hair again & see my boo","just woke up..busy busy busy 2day...bake bbyshower cupcakes and jays bday cake, bleach hair again & see my boo",neutral
074f5c204c, I can`t really say much because none of it is set in stone.. but I`m planning a charity concert for Cystic Fibrosis,I can`t really say much because none of it is set in stone.. but I`m planning a charity concert for Cystic Fibrosis,neutral
3033ac62e5, had a life changing redhead - she got away,had a life changing redhead - she got away,neutral
f2a331b8c4,I have MAJOR CRAMPLES!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,I have MAJOR CRAMPLES!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,negative
8aea1b6b25,  Whaaaaaaaaaat?!  Thas HOT B!    Super nice!,B!    Super,positive
b056ec3a6f,"  hey y`all, we are waiting for final edits on our cover of 'sombody`s baby.'  can`t wait for some input","hey y`all, we are waiting for final edits on our cover of 'sombody`s baby.'  can`t wait for some inpu",neutral
ab40c924fe,too many good shows coming up and no money to buy tickets. fmfl. brand new at the troub?,good,positive
bb5bc0bf04,"6:29 pm - ok, let`s go now through #bowman #strategicClock but first.. a break :-0 aargh.. tired",tired,negative
95f908a1d1," saw a Costa in St Pancras, but didnt have much time to have a drink over there. next time, i`ll try","saw a Costa in St Pancras, but didnt have much time to have a drink over there. next time, i`ll try",neutral
4a139ed15e,Grrrr....I got the wrong size coat for the sheep,wrong size,negative
f52f31eaab,_McFlyy FINALY MY CHANCE HAS CAME. . TO KILL YOU MWAHAHA! ha. not cool. .  ha  ****,_McFlyy FINALY MY CHANCE HAS CAME. . TO KILL YOU MWAHAHA! ha. not cool. .  ha  ****,neutral
1abc302eb4, OHHH my bad! yes him  heh heh,bad!,negative
1b6676addf," Totally unsurprised that Dave isn`t coming back to 10. But Annalisa is wrong for it, opposite of big warm mellow Dave.",unsurprised,negative
a850c32e0c,Need a nap  but I have to take 4 trains now,Need a nap  but I have to take 4 trains now,neutral
95c725edb6,"Just got back in, and I`m absolutely exhausted, have to be up in 5 hours for work","I`m absolutely exhausted,",negative
3abe2b51bb,*PEN JAM CLEARED* CLICK!,*PEN JAM CLEARED* CLICK!,neutral
718fadb8ce, I KNOW!!!! Its all stormy outside.. and my hair looks cute today..  hahah,cute,positive
62ca37ae4d, Ahh okay makes sense to start the preparations now then,sense,positive
b27a378c7e, then your gaaay!,then your gaaay!,neutral
2d7948652a,juss dropped the wife off I love her so,I love her so,positive
40b7185d99,"Early Monday,great  Rainy Monday,not so great :|","Early Monday,great  Rainy Monday,not so great :|",negative
cd871fe708,wonders when all of these end... hay...  http://plurk.com/p/wy9wi,wonders when all of these end..,negative
29ff04c591, http://twitpic.com/4jam0 - Oh it`s so beautiful! I`m happy you had a great time! Heartz,Oh it`s so beautiful!,positive
6f150a8a03, Better then her getting mad and using the floor,Better then her getting mad and using the floor,neutral
b0fc9f4b10, iPhone is doing that 'not opening downloaded apps' thing and I forgot my cord at home,forgot,negative
01da8bfce5,Didn`t get to go wakeboarding  but i`ll be good cause i`m having a lush night!,good,positive
0633a06f19," that made me laugh.  Sorry Grets, but you are not going to the Pool Room.",that made me laugh.  Sorry Grets,neutral
90acb2fd3c,"gooooooood night, cant believe tomoroo is cancelled!  but still gonna be a giid night, GNI cant beat them!","gooooooood night, cant believe tomoroo is cancelled!  but still gonna be a giid night, GNI cant beat them!",neutral
5c39fade50,Feeling down again. Today is way too stressful.,Today is way too stressful.,negative
